Athlete,Sport,Date,Competition,Comp Set,Class,Discipline,Discipline_AR,Phase,Gender,Age,Rank,Result,Medal,Wind,Attempt,Lane_Heat,Reaction_Time,Split_Times,Status,Country,Detection_Method,Source_URL
Ali Alabdlwahab,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 100m Backstroke Heat 1,سباحة 100م ظهر رجال - الجولة 1,Heats,Men,,3,1:00.22,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0497
Ahmed  Almueibid,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Mohammed Alzaki,Swimming,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men 200م Butterfly Heat 1,سباحة 200م فراشة رجال - الجولة 1,Heats,Men,,2,2:07.36,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0498
Ghanem Alsulhi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Ahmed  Almueibid,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Heat 1,سباحة 400م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0499
Mohammed Alotaibi,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر رجال - الجولة 1,Heats,Men,,2,29.32 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Emad  Alsibiani,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 50m Breaststroke Heat 1,سباحة 50م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0500
Emad Addin  Zaben,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Mohammed Alzaki,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,4,52.34,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Emad Addin  Zaben,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 100m Freestyle Heat 1,سباحة 100م حرة رجال - الجولة 1,Heats,Men,,2,50.58 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0501
Ali Alessa,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر رجال - الجولة 1,Heats,Men,,2,2:7.88 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Ali Alabdlwahab,Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 200m Backstroke Heat 1,سباحة 200م ظهر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0502
Saudi Arabia (Team),Swimming,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men 400m Freestyle Relay Heat 1,تتابع 400م حرة رجال - الجولة 1,Heats,Men,,2,3:27.72 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0503
Ahmed  Almueibid,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 400m Individual Medley Heat 1,سباحة 400م متنوع رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0504
Emad  Alsibiani,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Fahad Alawiglah,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Emad Alsibyani,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 100m Breaststroke Heat 1,سباحة 100م صدر رجال - الجولة 1,Heats,Men,,3,1:05.37,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0505
Mohammed Alzaki,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Ghanem Alsulhi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 200m Freestyle Heat 1,سباحة 200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0506
Mohammed Alotaibi,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة رجال- الجولة 2,Heats,Men,,3,24.80R,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Emad Addin  Zaben,Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 50m Butterfly Heat 2,سباحة 50م فراشة رجال- الجولة 2,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0508
Saudi Arabia (Team),Swimming,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men 4*200m Freestyle Relay Heat 1,تتابع 4*200م حرة رجال - الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0509
Ghanem Alsulhi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ahmed  Almueibid,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 1500m Freestyle Heat 1,سباحة 1500م حرة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0510
Ali Alessa,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر رجال- الجولة 1,Heats,Men,,3,26.56 ٌ,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Ali Alabdlwahab,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 50m Backstroke Heat 1,سباحة 50م ظهر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0511
Mohammed Alotaibi,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Mohammed Alzaki,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 100m Butterfly Heat 1,سباحة 100م فراشة رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0512
Fahad Alawiglah,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Emad  Alsibiani,Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 200m Breaststroke Heat 1,سباحة 200م صدر رجال- الجولة 1,Heats,Men,,,,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0513
Saudi Arabia (Team),Swimming,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men 400m Medley Relay Heat 1,تتابع 400م متنوع رجال- الجولة 1,Heats,Men,,2,3:46.32 R,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/swimming/COM-2026-0514
Saudi Arabia (Team),Table Tennis,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Men's Team R 1,رجال فرق الدور 1,Round 1,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0553
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 3,رجال فرق الدور 3,Round 3,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0556
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men Team Final Ranking,فرق الرجال الترتيب العام,Ranking,Men,,,6.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0712
Saudi Arabia (Team),Table Tennis,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men's Team R 2,رجال فرق الدور 2,Round 2,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0554
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 1 - زوجي رجال ربع النهائي - المباراة 1,Quarter Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0314
Saudi Arabia (Team),Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles QF,Match 3 - زوجي رجال ربع النهائي - المباراة 3,Quarter Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0316
Khaled Alshareif,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R1,فردي رجال المجموعة 1 الدور 1,Round 1,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0527
Abdulaziz Bushulaybi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R1,فردي رجال المجموعة 2 الدور 1,Round 1,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0528
Ali Alkhadrawi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R1,فردي رجال المجموعة 3 الدور 1,Round 1,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0530
Abdulaziz Bushulaybi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R2,فردي رجال المجموعة 2 الدور 2,Round 2,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0533
Ali Alkhadrawi,Table Tennis,2026-05-14,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R2,فردي رجال المجموعة 3 الدور 2,Round 2,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0535
Khaled Alshareif,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 1 R3,فردي رجال المجموعة 1 الدور 3,Round 3,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0538
Abdulaziz Bushulaybi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 2 R3,فردي رجال المجموعة 2 الدور 3,Round 3,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0539
Ali Alkhadrawi,Table Tennis,2026-05-15,4th GCC Games Doha 2026,GCC Games,,Men's Singles Group 3 R3,فردي رجال المجموعة 3 الدور 3,Round 3,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0540
Ali Alkhadrawi,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles QF,فردي رجال الدور ربع النهائي,Quarter Final,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0543
Khaled Alshareif,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles QF,فردي رجال الدور ربع النهائي,Quarter Final,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0544
Abdulaziz Bushulaybi,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles QF,فردي رجال الدور ربع النهائي,Quarter Final,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0546
Saudi Arabia (Team),Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles Semifinal,زوجي رجال نصف نهائي,Semi-Final,Men,,,1.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0374
Saudi Arabia (Team),Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles Semifinal,زوجي رجال نصف نهائي,Semi-Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0375
Abdulaziz Bushulaybi,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles SF,فردي رجال الدور نصف النهائي,Semi-Final,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0548
Khaled Alshareif,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles SF,فردي رجال الدور نصف النهائي,Semi-Final,Men,,,3.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0549
Ali Alkhadrawi,Table Tennis,2026-05-16,4th GCC Games Doha 2026,GCC Games,,Men's Singles SF,فردي رجال الدور نصف النهائي,Semi-Final,Men,,,4.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0549
Saudi Arabia (Team),Table Tennis,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles 3rd and 4th Place,زوجي رجال المركز الثالث و الرابع,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0833
Khaled Alshareif,Table Tennis,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Singles Men 3rd and 4th Place,فردي رجال المركز الثالث و الرابع,Semi-Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0831
Saudi Arabia (Team),Table Tennis,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Doubles Final,زوجي رجال نهائي,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0382
Ali Alkhadrawi,Table Tennis,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles Final,فردي رجال نهائي,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0829
Abdulaziz Bushulaybi,Table Tennis,2026-05-17,4th GCC Games Doha 2026,GCC Games,,Men’s Singles Final,فردي رجال نهائي,Final,Men,,,,,,,,,,Scheduled,KSA,GCC API,https://gccgames.qa/frontend/sport/table-tennis/COM-2026-0829
Riad Hamdi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 101,الرجال كبار أ -58 مباراة 101,Quater final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0559
Riad Hamdi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 106,الرجال كبار أ -58 مباراة 106,Semi Final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0562
Tareg Hamedi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 108,الرجال كبار أ -80 مباراة 108,Semi Final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0572
Rahmah Alkhawahr,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 110,السيدات كبار أ -49 مباراة 110,Semi Final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0580
Riad Hamdi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -58 Match 113,الرجال كبار أ -58 مباراة 113,Final,Men,,,0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0565
Tareg Hamedi,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Men-A -80 Match 114,الرجال كبار أ -80 مباراة 114,Final,Men,,,2.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0576
Rahmah Alkhawahr,Taekwondo,2026-05-12,4th GCC Games Doha 2026,GCC Games,,Seniors Women-A -49 Match 115,السيدات كبار أ -49 مباراة 115,Final,Men,,,0,S,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0584
Ali Alkhaibari,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men +80kg Match 103,الرجال +80 كجم مباراة 103,Semi Final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0676
Azeen Yousif,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women -57kg Match 105,السيدات -57 كجم مباراة 105,Semi Final,Women,,,0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0678
Dunya Saber,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women +67kg Match 106,السيدات +67 كجم مباراة 106,Semi Final,Women,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0679
Ali Alkhaibari,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men +80kg Match 110,الرجال +80 كجم مباراة 110,Final,Men,,,2.0,,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0683
Dunya Saber,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women +67kg,Ranking - السيدات +67 كجم - الترتيب العام,Final,Women,,,1.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0686
Azeen Yousif,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Women -57kg,Ranking - السيدات -57 كجم - الترتيب العام,Ranking,Women,,,3.0,B,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0687
Ali Alkhaibari,Taekwondo,2026-05-13,4th GCC Games Doha 2026,GCC Games,,Men +80kg,Ranking - الرجال +80 كجم مباراة  - الترتيب العام,Ranking,Men,,,1.0,G,,,,,,Official,KSA,GCC API,https://gccgames.qa/frontend/sport/taekwondo/COM-2026-0689
